ID,Produto,Data de Fabricação,Data Entrega,Tempo entrega,Status,Motivo devolução,Tempo Resolução,Nível de Satisfação
3193,Cortina,20/09/2022,26/09/2022,6,Rejeitado,Defeito no produto,1,2
3194,Cortina,20/09/2022,24/09/2022,4,Aceito,,,5
3195,Cadeira de escritório,21/09/2022,23/09/2022,2,Aceito,,,5
3196,Quadro decorativo,21/09/2022,27/09/2022,6,Aceito,,,3
3197,Cama,21/09/2022,25/09/2022,4,Rejeitado,Danificado durante o transporte,6,2
3198,Cama,22/09/2022,26/09/2022,4,Aceito,,,3
3199,Cama,23/09/2022,29/09/2022,6,Aceito,,,4
3200,Cortina,23/09/2022,29/09/2022,6,Aceito,,,4
3201,Luminária,23/09/2022,30/09/2022,7,Aceito,,,3
3202,Quadro decorativo,23/09/2022,28/09/2022,5,Aceito,,,3
3203,Cama,23/09/2022,27/09/2022,4,Rejeitado,Insatisfação com Qualidade,4,1
3204,Quadro decorativo,24/09/2022,26/09/2022,2,Rejeitado,Insatisfação com Qualidade,6,2
3205,Armário,24/09/2022,29/09/2022,5,Rejeitado,Defeito no produto,3,2
3206,Cortina,24/09/2022,27/09/2022,3,Aceito,,,4
3207,Luminária,24/09/2022,30/09/2022,6,Aceito,,,5
3208,Estante,25/09/2022,03/10/2022,8,Rejeitado,Insatisfação com Qualidade,3,2
3209,Sofá,25/09/2022,30/09/2022,5,Rejeitado,Não conformidade,6,2
3210,Cadeira de escritório,25/09/2022,29/09/2022,4,Aceito,,,4
3211,Quadro decorativo,26/09/2022,01/10/2022,5,Aceito,,,3
3212,Luminária,26/09/2022,30/09/2022,4,Aceito,,,4
3213,Sofá,26/09/2022,30/09/2022,4,Aceito,,,3
3214,Sofá,26/09/2022,30/09/2022,4,Aceito,,,3
3215,Sofá,26/09/2022,01/10/2022,5,Aceito,,,5
3216,Armário,26/09/2022,30/09/2022,4,Rejeitado,Danificado durante o transporte,6,1
3217,Mesa de jantar,26/09/2022,29/09/2022,3,Aceito,,,3
3218,Armário,27/09/2022,30/09/2022,3,Rejeitado,Danificado durante o transporte,3,2
3219,Armário,27/09/2022,05/10/2022,8,Aceito,,,3
3220,Armário,27/09/2022,04/10/2022,7,Aceito,,,5
3221,Cortina,28/09/2022,01/10/2022,3,Aceito,,,3
3222,Cadeira de escritório,28/09/2022,04/10/2022,6,Aceito,,,5
3223,Armário,28/09/2022,04/10/2022,6,Aceito,,,4
3224,Cadeira de escritório,28/09/2022,04/10/2022,6,Aceito,,,3
3225,Cortina,28/09/2022,04/10/2022,6,Aceito,,,5
3226,Cortina,29/09/2022,02/10/2022,3,Aceito,,,4
3227,Quadro decorativo,29/09/2022,05/10/2022,6,Aceito,,,3
3228,Quadro decorativo,29/09/2022,04/10/2022,5,Aceito,,,3
3229,Cama,30/09/2022,04/10/2022,4,Aceito,,,5
3230,Estante,30/09/2022,02/10/2022,2,Aceito,,,5
3231,Sofá,30/09/2022,06/10/2022,6,Rejeitado,Danificado durante o transporte,5,2
3232,Quadro decorativo,01/10/2022,04/10/2022,3,Aceito,,,5
3233,Sofá,01/10/2022,05/10/2022,4,Aceito,,,5
3234,Sofá,01/10/2022,04/10/2022,3,Aceito,,,5
3235,Quadro decorativo,01/10/2022,03/10/2022,2,Aceito,,,5
3236,Armário,01/10/2022,05/10/2022,4,Aceito,,,3
3237,Luminária,01/10/2022,08/10/2022,7,Rejeitado,Defeito no produto,1,2
3238,Cortina,02/10/2022,04/10/2022,2,Aceito,,,4
3239,Estante,02/10/2022,06/10/2022,4,Rejeitado,Não conformidade,4,1
3240,Armário,02/10/2022,04/10/2022,2,Aceito,,,5
3241,Armário,02/10/2022,07/10/2022,5,Rejeitado,Defeito no produto,1,1
3242,Luminária,02/10/2022,07/10/2022,5,Rejeitado,Não conformidade,5,2
3243,Cama,03/10/2022,07/10/2022,4,Rejeitado,Danificado durante o transporte,4,2
3244,Luminária,03/10/2022,07/10/2022,4,Rejeitado,Insatisfação com Qualidade,3,2
3245,Estante,04/10/2022,11/10/2022,7,Aceito,,,5
3246,Estante,04/10/2022,09/10/2022,5,Aceito,,,5
3247,Sofá,04/10/2022,07/10/2022,3,Aceito,,,5
3248,Mesa de jantar,04/10/2022,08/10/2022,4,Aceito,,,3
3249,Luminária,04/10/2022,05/10/2022,1,Aceito,,,5
3250,Tapete,05/10/2022,11/10/2022,6,Aceito,,,5
3251,Tapete,06/10/2022,09/10/2022,3,Aceito,,,3
3252,Mesa de jantar,06/10/2022,08/10/2022,2,Aceito,,,5
3253,Sofá,07/10/2022,09/10/2022,2,Aceito,,,5
3254,Sofá,07/10/2022,12/10/2022,5,Aceito,,,5
3255,Mesa de jantar,07/10/2022,10/10/2022,3,Aceito,,,5
3256,Quadro decorativo,08/10/2022,14/10/2022,6,Aceito,,,3
3257,Armário,09/10/2022,14/10/2022,5,Aceito,,,5
3258,Tapete,10/10/2022,12/10/2022,2,Aceito,,,5
3259,Armário,10/10/2022,13/10/2022,3,Aceito,,,5
3260,Quadro decorativo,11/10/2022,14/10/2022,3,Aceito,,,4
3261,Mesa de jantar,11/10/2022,18/10/2022,7,Aceito,,,3
3262,Cadeira de escritório,11/10/2022,14/10/2022,3,Aceito,,,4
3263,Mesa de jantar,12/10/2022,19/10/2022,7,Aceito,,,3
3264,Cortina,12/10/2022,16/10/2022,4,Aceito,,,5
3265,Armário,13/10/2022,16/10/2022,3,Aceito,,,5
3266,Armário,13/10/2022,16/10/2022,3,Aceito,,,5
3267,Cadeira de escritório,13/10/2022,15/10/2022,2,Aceito,,,4
3268,Mesa de jantar,14/10/2022,20/10/2022,6,Aceito,,,3
3269,Estante,15/10/2022,23/10/2022,8,Aceito,,,3
3270,Quadro decorativo,15/10/2022,21/10/2022,6,Aceito,,,3
3271,Luminária,16/10/2022,17/10/2022,1,Aceito,,,5
3272,Sofá,16/10/2022,20/10/2022,4,Aceito,,,5
3273,Sofá,16/10/2022,19/10/2022,3,Aceito,,,5
3274,Cama,16/10/2022,22/10/2022,6,Rejeitado,Defeito no produto,2,2
3275,Cadeira de escritório,17/10/2022,19/10/2022,2,Aceito,,,5
3276,Cama,17/10/2022,24/10/2022,7,Aceito,,,5
3277,Tapete,17/10/2022,24/10/2022,7,Aceito,,,5
3278,Cortina,18/10/2022,23/10/2022,5,Rejeitado,Insatisfação com Qualidade,5,1
3279,Estante,19/10/2022,20/10/2022,1,Aceito,,,3
3280,Cortina,19/10/2022,21/10/2022,2,Aceito,,,5
3281,Mesa de jantar,19/10/2022,22/10/2022,3,Aceito,,,5
3282,Armário,20/10/2022,24/10/2022,4,Aceito,,,4
3283,Cama,20/10/2022,22/10/2022,2,Aceito,,,5
3284,Cortina,20/10/2022,24/10/2022,4,Aceito,,,5
3285,Cortina,20/10/2022,27/10/2022,7,Aceito,,,5
3286,Quadro decorativo,21/10/2022,26/10/2022,5,Aceito,,,3
3287,Quadro decorativo,21/10/2022,25/10/2022,4,Aceito,,,3
3288,Estante,21/10/2022,22/10/2022,1,Rejeitado,Danificado durante o transporte,6,1
3289,Sofá,21/10/2022,23/10/2022,2,Rejeitado,Não conformidade,1,1
3290,Quadro decorativo,22/10/2022,26/10/2022,4,Rejeitado,Defeito no produto,1,1
3291,Cadeira de escritório,22/10/2022,24/10/2022,2,Aceito,,,3
3292,Cortina,22/10/2022,25/10/2022,3,Aceito,,,5
3293,Armário,22/10/2022,26/10/2022,4,Aceito,,,3
3294,Tapete,23/10/2022,27/10/2022,4,Rejeitado,Danificado durante o transporte,4,1
3295,Cama,24/10/2022,30/10/2022,6,Aceito,,,4
3296,Cama,24/10/2022,29/10/2022,5,Aceito,,,5
3297,Cadeira de escritório,24/10/2022,26/10/2022,2,Aceito,,,4
3298,Luminária,25/10/2022,02/11/2022,8,Aceito,,,3
3299,Quadro decorativo,25/10/2022,01/11/2022,7,Aceito,,,3
3300,Cortina,26/10/2022,28/10/2022,2,Rejeitado,Insatisfação com Qualidade,3,2
3301,Mesa de jantar,26/10/2022,30/10/2022,4,Rejeitado,Não conformidade,3,2
3302,Estante,26/10/2022,02/11/2022,7,Aceito,,,5
3303,Tapete,26/10/2022,29/10/2022,3,Rejeitado,Não conformidade,5,1
3304,Mesa de jantar,27/10/2022,02/11/2022,6,Aceito,,,3
3305,Tapete,27/10/2022,30/10/2022,3,Rejeitado,Danificado durante o transporte,2,2
3306,Cortina,27/10/2022,31/10/2022,4,Aceito,,,4
3307,Armário,27/10/2022,30/10/2022,3,Rejeitado,Danificado durante o transporte,6,1
3308,Cadeira de escritório,28/10/2022,01/11/2022,4,Aceito,,,5
3309,Tapete,28/10/2022,31/10/2022,3,Aceito,,,4
3310,Mesa de jantar,29/10/2022,01/11/2022,3,Aceito,,,5
3311,Armário,30/10/2022,01/11/2022,2,Aceito,,,5
3312,Luminária,30/10/2022,02/11/2022,3,Aceito,,,4
3313,Cortina,30/10/2022,03/11/2022,4,Aceito,,,5
3314,Cortina,30/10/2022,01/11/2022,2,Aceito,,,5
3315,Cadeira de escritório,30/10/2022,02/11/2022,3,Rejeitado,Defeito no produto,4,2
3316,Tapete,30/10/2022,07/11/2022,8,Aceito,,,3
3317,Quadro decorativo,31/10/2022,03/11/2022,3,Aceito,,,4
3318,Sofá,31/10/2022,05/11/2022,5,Aceito,,,5
3319,Cama,01/11/2022,03/11/2022,2,Rejeitado,Não conformidade,4,1
3320,Mesa de jantar,01/11/2022,04/11/2022,3,Rejeitado,Defeito no produto,3,2
3321,Armário,01/11/2022,05/11/2022,4,Aceito,,,5
3322,Estante,01/11/2022,06/11/2022,5,Rejeitado,Insatisfação com Qualidade,1,1
3323,Luminária,02/11/2022,06/11/2022,4,Aceito,,,3
3324,Estante,02/11/2022,08/11/2022,6,Aceito,,,4
3325,Cama,02/11/2022,05/11/2022,3,Rejeitado,Defeito no produto,4,1
3326,Cadeira de escritório,03/11/2022,07/11/2022,4,Rejeitado,Danificado durante o transporte,3,1
3327,Luminária,03/11/2022,06/11/2022,3,Aceito,,,5
3328,Armário,03/11/2022,05/11/2022,2,Aceito,,,3
3329,Tapete,03/11/2022,06/11/2022,3,Aceito,,,5
3330,Luminária,04/11/2022,07/11/2022,3,Aceito,,,3
3331,Mesa de jantar,04/11/2022,08/11/2022,4,Aceito,,,3
3332,Sofá,04/11/2022,08/11/2022,4,Rejeitado,Defeito no produto,2,2
3333,Cortina,05/11/2022,08/11/2022,3,Aceito,,,5
3334,Tapete,05/11/2022,10/11/2022,5,Aceito,,,5
3335,Mesa de jantar,06/11/2022,10/11/2022,4,Rejeitado,Defeito no produto,4,1
3336,Armário,06/11/2022,11/11/2022,5,Aceito,,,4
3337,Estante,06/11/2022,09/11/2022,3,Aceito,,,4
3338,Luminária,06/11/2022,10/11/2022,4,Aceito,,,5
3339,Sofá,07/11/2022,09/11/2022,2,Aceito,,,5
3340,Cadeira de escritório,07/11/2022,10/11/2022,3,Aceito,,,5
3341,Mesa de jantar,08/11/2022,12/11/2022,4,Rejeitado,Insatisfação com Qualidade,5,2
3342,Quadro decorativo,08/11/2022,12/11/2022,4,Rejeitado,Danificado durante o transporte,6,1
3343,Armário,08/11/2022,12/11/2022,4,Aceito,,,3
3344,Cama,08/11/2022,11/11/2022,3,Aceito,,,5
3345,Quadro decorativo,09/11/2022,10/11/2022,1,Rejeitado,Danificado durante o transporte,6,1
3346,Mesa de jantar,09/11/2022,12/11/2022,3,Aceito,,,5
3347,Mesa de jantar,09/11/2022,15/11/2022,6,Aceito,,,3
3348,Mesa de jantar,09/11/2022,12/11/2022,3,Aceito,,,4
3349,Quadro decorativo,10/11/2022,18/11/2022,8,Rejeitado,Não conformidade,1,1
3350,Mesa de jantar,10/11/2022,17/11/2022,7,Rejeitado,Danificado durante o transporte,4,2
3351,Luminária,11/11/2022,16/11/2022,5,Aceito,,,3
3352,Cama,11/11/2022,12/11/2022,1,Aceito,,,5
3353,Luminária,12/11/2022,14/11/2022,2,Rejeitado,Danificado durante o transporte,6,2
3354,Cortina,14/11/2022,17/11/2022,3,Aceito,,,3
3355,Mesa de jantar,14/11/2022,20/11/2022,6,Aceito,,,3
3356,Luminária,14/11/2022,16/11/2022,2,Aceito,,,5
3357,Estante,15/11/2022,23/11/2022,8,Rejeitado,Insatisfação com Qualidade,4,2
3358,Cama,15/11/2022,23/11/2022,8,Aceito,,,4
3359,Mesa de jantar,16/11/2022,22/11/2022,6,Aceito,,,3
3360,Cadeira de escritório,16/11/2022,21/11/2022,5,Aceito,,,2
3361,Tapete,16/11/2022,19/11/2022,3,Aceito,,,5
3362,Cama,16/11/2022,18/11/2022,2,Aceito,,,4
3363,Sofá,16/11/2022,19/11/2022,3,Rejeitado,Danificado durante o transporte,5,2
3364,Armário,17/11/2022,25/11/2022,8,Rejeitado,Defeito no produto,3,1
3365,Quadro decorativo,17/11/2022,20/11/2022,3,Aceito,,,5
3366,Tapete,17/11/2022,24/11/2022,7,Aceito,,,4
3367,Armário,17/11/2022,21/11/2022,4,Aceito,,,5
3368,Mesa de jantar,18/11/2022,24/11/2022,6,Aceito,,,3
3369,Cadeira de escritório,18/11/2022,23/11/2022,5,Rejeitado,Defeito no produto,2,2
3370,Luminária,18/11/2022,22/11/2022,4,Aceito,,,5
3371,Luminária,19/11/2022,23/11/2022,4,Aceito,,,5
3372,Armário,19/11/2022,23/11/2022,4,Aceito,,,4
3373,Estante,20/11/2022,23/11/2022,3,Rejeitado,Danificado durante o transporte,2,1
3374,Tapete,20/11/2022,26/11/2022,6,Aceito,,,2
3375,Cadeira de escritório,21/11/2022,26/11/2022,5,Aceito,,,2
3376,Quadro decorativo,21/11/2022,22/11/2022,1,Aceito,,,3
3377,Mesa de jantar,21/11/2022,28/11/2022,7,Rejeitado,Danificado durante o transporte,5,1
3378,Mesa de jantar,21/11/2022,25/11/2022,4,Aceito,,,3
3379,Cama,22/11/2022,24/11/2022,2,Aceito,,,5
3380,Cadeira de escritório,23/11/2022,30/11/2022,7,Rejeitado,Danificado durante o transporte,2,1
3381,Quadro decorativo,23/11/2022,24/11/2022,1,Aceito,,,5
3382,Armário,23/11/2022,24/11/2022,1,Rejeitado,Defeito no produto,5,2
3383,Armário,23/11/2022,30/11/2022,7,Rejeitado,Danificado durante o transporte,5,2
3384,Estante,24/11/2022,27/11/2022,3,Aceito,,,4
3385,Armário,24/11/2022,26/11/2022,2,Rejeitado,Defeito no produto,5,1
3386,Cadeira de escritório,25/11/2022,28/11/2022,3,Aceito,,,5
3387,Luminária,25/11/2022,29/11/2022,4,Aceito,,,5
3388,Sofá,25/11/2022,27/11/2022,2,Rejeitado,Danificado durante o transporte,4,1
3389,Luminária,25/11/2022,26/11/2022,1,Aceito,,,5
3390,Armário,25/11/2022,29/11/2022,4,Aceito,,,3
3391,Quadro decorativo,26/11/2022,03/12/2022,7,Rejeitado,Insatisfação com Qualidade,5,1
3392,Armário,26/11/2022,01/12/2022,5,Aceito,,,3
3393,Mesa de jantar,26/11/2022,01/12/2022,5,Aceito,,,2
3394,Cadeira de escritório,27/11/2022,29/11/2022,2,Aceito,,,4
3395,Mesa de jantar,27/11/2022,29/11/2022,2,Aceito,,,4
3396,Quadro decorativo,28/11/2022,02/12/2022,4,Aceito,,,3
3397,Luminária,28/11/2022,04/12/2022,6,Aceito,,,2
3398,Cadeira de escritório,28/11/2022,02/12/2022,4,Aceito,,,4
3399,Armário,28/11/2022,06/12/2022,8,Rejeitado,Defeito no produto,4,2
3400,Quadro decorativo,29/11/2022,03/12/2022,4,Aceito,,,3
3401,Luminária,29/11/2022,02/12/2022,3,Aceito,,,3
3402,Armário,01/12/2022,04/12/2022,3,Aceito,,,5
3403,Quadro decorativo,01/12/2022,09/12/2022,8,Aceito,,,3
3404,Tapete,02/12/2022,06/12/2022,4,Rejeitado,Defeito no produto,3,2
3405,Cadeira de escritório,03/12/2022,06/12/2022,3,Aceito,,,4
3406,Mesa de jantar,03/12/2022,06/12/2022,3,Aceito,,,5
3407,Cadeira de escritório,03/12/2022,10/12/2022,7,Aceito,,,2
3408,Armário,03/12/2022,06/12/2022,3,Aceito,,,5
3409,Estante,03/12/2022,09/12/2022,6,Rejeitado,Não conformidade,4,1
3410,Tapete,03/12/2022,07/12/2022,4,Rejeitado,Insatisfação com Qualidade,6,2
3411,Quadro decorativo,04/12/2022,07/12/2022,3,Aceito,,,5
3412,Cadeira de escritório,04/12/2022,09/12/2022,5,Rejeitado,Insatisfação com Qualidade,5,2
3413,Quadro decorativo,04/12/2022,08/12/2022,4,Aceito,,,5
3414,Estante,04/12/2022,09/12/2022,5,Rejeitado,Danificado durante o transporte,6,1
3415,Cadeira de escritório,05/12/2022,08/12/2022,3,Rejeitado,Defeito no produto,3,2
3416,Estante,05/12/2022,07/12/2022,2,Aceito,,,4
3417,Cama,05/12/2022,09/12/2022,4,Rejeitado,Não conformidade,6,2
3418,Luminária,05/12/2022,13/12/2022,8,Aceito,,,2
3419,Tapete,05/12/2022,09/12/2022,4,Aceito,,,3
3420,Tapete,06/12/2022,07/12/2022,1,Aceito,,,4
3421,Sofá,06/12/2022,08/12/2022,2,Aceito,,,3
3422,Armário,06/12/2022,13/12/2022,7,Aceito,,,4
3423,Cadeira de escritório,06/12/2022,08/12/2022,2,Aceito,,,4
3424,Cama,06/12/2022,08/12/2022,2,Aceito,,,3
3425,Mesa de jantar,07/12/2022,11/12/2022,4,Aceito,,,4
3426,Mesa de jantar,07/12/2022,13/12/2022,6,Aceito,,,2
3427,Cama,07/12/2022,08/12/2022,1,Aceito,,,4
3428,Armário,08/12/2022,12/12/2022,4,Rejeitado,Danificado durante o transporte,2,2
3429,Cadeira de escritório,08/12/2022,13/12/2022,5,Aceito,,,2
3430,Cama,08/12/2022,11/12/2022,3,Aceito,,,5
3431,Cortina,08/12/2022,10/12/2022,2,Aceito,,,5
3432,Tapete,08/12/2022,12/12/2022,4,Rejeitado,Defeito no produto,2,2
3433,Cortina,08/12/2022,15/12/2022,7,Aceito,,,4
3434,Cadeira de escritório,08/12/2022,11/12/2022,3,Aceito,,,5
3435,Cadeira de escritório,08/12/2022,10/12/2022,2,Aceito,,,5
3436,Cama,08/12/2022,12/12/2022,4,Aceito,,,5
3437,Tapete,08/12/2022,14/12/2022,6,Rejeitado,Danificado durante o transporte,3,2
3438,Sofá,09/12/2022,12/12/2022,3,Aceito,,,5
3439,Cama,09/12/2022,12/12/2022,3,Rejeitado,Insatisfação com Qualidade,2,2
3440,Cama,09/12/2022,15/12/2022,6,Rejeitado,Danificado durante o transporte,1,5
3441,Cadeira de escritório,09/12/2022,15/12/2022,6,Aceito,,,4
3442,Tapete,09/12/2022,10/12/2022,1,Aceito,,,5
3443,Tapete,09/12/2022,13/12/2022,4,Aceito,,,3
3444,Luminária,10/12/2022,15/12/2022,5,Aceito,,,2
3445,Cortina,10/12/2022,16/12/2022,6,Rejeitado,Danificado durante o transporte,4,5
3446,Estante,10/12/2022,16/12/2022,6,Aceito,,,2
3447,Cadeira de escritório,10/12/2022,17/12/2022,7,Aceito,,,2
3448,Quadro decorativo,10/12/2022,17/12/2022,7,Aceito,,,2
3449,Armário,11/12/2022,14/12/2022,3,Rejeitado,Danificado durante o transporte,6,2
3450,Armário,11/12/2022,18/12/2022,7,Aceito,,,2
3451,Estante,11/12/2022,14/12/2022,3,Aceito,,,4
3452,Armário,12/12/2022,17/12/2022,5,Aceito,,,4
3453,Estante,12/12/2022,17/12/2022,5,Aceito,,,2
3454,Tapete,12/12/2022,13/12/2022,1,Aceito,,,3
3455,Sofá,12/12/2022,16/12/2022,4,Aceito,,,5
3456,Mesa de jantar,12/12/2022,16/12/2022,4,Aceito,,,5
3457,Cama,13/12/2022,15/12/2022,2,Aceito,,,4
3458,Cama,13/12/2022,21/12/2022,8,Aceito,,,4
3459,Mesa de jantar,13/12/2022,17/12/2022,4,Rejeitado,Defeito no produto,4,2
3460,Luminária,13/12/2022,20/12/2022,7,Aceito,,,2
3461,Tapete,13/12/2022,18/12/2022,5,Aceito,,,2
3462,Armário,14/12/2022,18/12/2022,4,Aceito,,,5
3463,Cadeira de escritório,14/12/2022,18/12/2022,4,Rejeitado,Danificado durante o transporte,4,2
3464,Estante,14/12/2022,22/12/2022,8,Aceito,,,2
3465,Luminária,14/12/2022,18/12/2022,4,Rejeitado,Danificado durante o transporte,5,2
3466,Mesa de jantar,14/12/2022,16/12/2022,2,Aceito,,,5
3467,Luminária,14/12/2022,16/12/2022,2,Aceito,,,5
3468,Mesa de jantar,15/12/2022,19/12/2022,4,Aceito,,,4
3469,Cama,15/12/2022,21/12/2022,6,Aceito,,,3
3470,Cadeira de escritório,15/12/2022,17/12/2022,2,Rejeitado,Danificado durante o transporte,3,1
3471,Luminária,15/12/2022,18/12/2022,3,Aceito,,,5
3472,Cadeira de escritório,15/12/2022,18/12/2022,3,Aceito,,,5
3473,Cama,15/12/2022,18/12/2022,3,Rejeitado,Insatisfação com Qualidade,6,5
3474,Quadro decorativo,16/12/2022,24/12/2022,8,Aceito,,,2
3475,Cadeira de escritório,16/12/2022,20/12/2022,4,Rejeitado,Defeito no produto,1,2
3476,Armário,16/12/2022,20/12/2022,4,Aceito,,,5
3477,Mesa de jantar,16/12/2022,23/12/2022,7,Aceito,,,2
3478,Tapete,16/12/2022,17/12/2022,1,Rejeitado,Insatisfação com Qualidade,4,1
3479,Quadro decorativo,17/12/2022,18/12/2022,1,Aceito,,,3
3480,Mesa de jantar,17/12/2022,25/12/2022,8,Aceito,,,2
3481,Cama,18/12/2022,22/12/2022,4,Aceito,,,3
3482,Sofá,19/12/2022,22/12/2022,3,Aceito,,,5
3483,Cadeira de escritório,20/12/2022,24/12/2022,4,Aceito,,,5
3484,Cortina,20/12/2022,25/12/2022,5,Aceito,,,3
3485,Cama,20/12/2022,22/12/2022,2,Aceito,,,3
3486,Cama,21/12/2022,26/12/2022,5,Rejeitado,Defeito no produto,6,5
3487,Luminária,21/12/2022,28/12/2022,7,Aceito,,,3
3488,Mesa de jantar,21/12/2022,25/12/2022,4,Rejeitado,Danificado durante o transporte,3,2
3489,Quadro decorativo,21/12/2022,25/12/2022,4,Rejeitado,Defeito no produto,4,1
3490,Sofá,22/12/2022,27/12/2022,5,Aceito,,,2
3491,Mesa de jantar,22/12/2022,25/12/2022,3,Rejeitado,Danificado durante o transporte,4,2
3492,Luminária,22/12/2022,23/12/2022,1,Aceito,,,5
3493,Quadro decorativo,22/12/2022,25/12/2022,3,Aceito,,,5
3494,Estante,23/12/2022,26/12/2022,3,Rejeitado,Insatisfação com Qualidade,1,2
3495,Estante,23/12/2022,27/12/2022,4,Rejeitado,Danificado durante o transporte,3,2
3496,Cama,23/12/2022,31/12/2022,8,Rejeitado,Danificado durante o transporte,5,5
3497,Sofá,24/12/2022,31/12/2022,7,Aceito,,,4
3498,Tapete,24/12/2022,28/12/2022,4,Rejeitado,Danificado durante o transporte,1,2
3499,Cadeira de escritório,24/12/2022,26/12/2022,2,Aceito,,,5
3500,Cadeira de escritório,24/12/2022,25/12/2022,1,Rejeitado,Insatisfação com Qualidade,5,2
3501,Cadeira de escritório,24/12/2022,01/01/2023,8,Aceito,,,3
3502,Tapete,24/12/2022,31/12/2022,7,Rejeitado,Danificado durante o transporte,3,1
3503,Sofá,24/12/2022,29/12/2022,5,Aceito,,,3
3504,Quadro decorativo,25/12/2022,28/12/2022,3,Rejeitado,Danificado durante o transporte,4,1
3505,Sofá,25/12/2022,29/12/2022,4,Rejeitado,Defeito no produto,2,2
3506,Cama,25/12/2022,31/12/2022,6,Aceito,,,4
3507,Mesa de jantar,25/12/2022,27/12/2022,2,Aceito,,,5
3508,Cortina,26/12/2022,29/12/2022,3,Aceito,,,5
3509,Cortina,27/12/2022,28/12/2022,1,Rejeitado,Danificado durante o transporte,2,5
3510,Cama,27/12/2022,30/12/2022,3,Aceito,,,3
3511,Tapete,27/12/2022,29/12/2022,2,Aceito,,,5
3512,Tapete,27/12/2022,03/01/2023,7,Aceito,,,2
3513,Mesa de jantar,28/12/2022,01/01/2023,4,Aceito,,,1
3514,Sofá,28/12/2022,30/12/2022,2,Rejeitado,Danificado durante o transporte,3,1
3515,Cama,29/12/2022,31/12/2022,2,Rejeitado,Defeito no produto,1,5
3516,Estante,30/12/2022,03/01/2023,4,Aceito,,,5
3517,Cortina,30/12/2022,04/01/2023,5,Aceito,,,4
3518,Armário,31/12/2022,02/01/2023,2,Aceito,,,4
3519,Quadro decorativo,31/12/2022,05/01/2023,5,Aceito,,,3
3520,Cadeira de escritório,31/12/2022,05/01/2023,5,Aceito,,,5
3521,Tapete,31/12/2022,03/01/2023,3,Aceito,,,5
3522,Sofá,31/12/2022,02/01/2023,2,Aceito,,,5
3523,Cortina,01/01/2023,05/01/2023,4,Aceito,,,5
3524,Sofá,01/01/2023,09/01/2023,8,Aceito,,,5
3525,Luminária,01/01/2023,04/01/2023,3,Aceito,,,5
3526,Armário,01/01/2023,02/01/2023,1,Aceito,,,5
3527,Estante,01/01/2023,03/01/2023,2,Aceito,,,5
3528,Luminária,01/01/2023,07/01/2023,6,Rejeitado,Insatisfação com Qualidade,2,2
3529,Mesa de jantar,02/01/2023,06/01/2023,4,Aceito,,,1
3530,Cama,02/01/2023,05/01/2023,3,Aceito,,,5
3531,Quadro decorativo,02/01/2023,09/01/2023,7,Rejeitado,Não conformidade,5,2
3532,Tapete,02/01/2023,06/01/2023,4,Aceito,,,4
3533,Estante,02/01/2023,05/01/2023,3,Aceito,,,4
3534,Mesa de jantar,03/01/2023,06/01/2023,3,Aceito,,,5
3535,Luminária,03/01/2023,05/01/2023,2,Aceito,,,5
3536,Tapete,03/01/2023,09/01/2023,6,Rejeitado,Danificado durante o transporte,6,1
3537,Cadeira de escritório,03/01/2023,09/01/2023,6,Aceito,,,3
3538,Mesa de jantar,04/01/2023,05/01/2023,1,Rejeitado,Defeito no produto,2,2
3539,Quadro decorativo,04/01/2023,06/01/2023,2,Aceito,,,5
3540,Estante,04/01/2023,08/01/2023,4,Aceito,,,5
3541,Quadro decorativo,04/01/2023,07/01/2023,3,Aceito,,,5
3542,Estante,04/01/2023,12/01/2023,8,Aceito,,,4
3543,Sofá,05/01/2023,07/01/2023,2,Aceito,,,4
3544,Cortina,05/01/2023,10/01/2023,5,Aceito,,,3
3545,Quadro decorativo,05/01/2023,11/01/2023,6,Aceito,,,1
3546,Sofá,06/01/2023,07/01/2023,1,Aceito,,,5
3547,Estante,06/01/2023,08/01/2023,2,Aceito,,,5
3548,Mesa de jantar,06/01/2023,10/01/2023,4,Aceito,,,1
3549,Cadeira de escritório,06/01/2023,08/01/2023,2,Aceito,,,5
3550,Cortina,07/01/2023,08/01/2023,1,Aceito,,,5
3551,Tapete,07/01/2023,14/01/2023,7,Aceito,,,3
3552,Armário,07/01/2023,12/01/2023,5,Aceito,,,5
3553,Mesa de jantar,07/01/2023,10/01/2023,3,Aceito,,,5
3554,Estante,07/01/2023,09/01/2023,2,Aceito,,,5
3555,Estante,07/01/2023,10/01/2023,3,Aceito,,,4
3556,Tapete,07/01/2023,10/01/2023,3,Aceito,,,3
3557,Cortina,07/01/2023,11/01/2023,4,Aceito,,,5
3558,Cama,07/01/2023,09/01/2023,2,Aceito,,,4
3559,Quadro decorativo,07/01/2023,10/01/2023,3,Aceito,,,3
3560,Quadro decorativo,08/01/2023,12/01/2023,4,Aceito,,,1
3561,Cama,08/01/2023,13/01/2023,5,Aceito,,,3
3562,Cama,08/01/2023,14/01/2023,6,Aceito,,,3
3563,Armário,08/01/2023,12/01/2023,4,Rejeitado,Insatisfação com Qualidade,6,1
3564,Sofá,08/01/2023,16/01/2023,8,Aceito,,,5
3565,Cadeira de escritório,08/01/2023,12/01/2023,4,Aceito,,,5
3566,Cadeira de escritório,08/01/2023,12/01/2023,4,Aceito,,,5
